Pueblo,Cod_CCAA,Población,Hombres,Mujeres,Españoles,Extranjeros,Area,Longuitud,menores,edad_laboral,jubilados,porcentaje_hombres,porcentaje_mujeres,porcenjate_españoles,poetentaje_extranjeros
San Cebrián de Campos,7,445.0,248.0,197.0,427.0,18.0,59498105.3952637,41969.27858767,42.0,288.0,93.0,55.73033707865168,44.26966292134831,95.95505617977528,4.044943820224719
San Cebrián de Mudá,7,159.0,84.0,75.0,156.0,3.0,82175525.8320313,54565.9878781199,15.0,93.0,29.0,52.83018867924528,47.16981132075472,98.11320754716981,1.8867924528301887
San Cristóbal de Boedo,7,23.0,14.0,9.0,23.0,0.0,19861625.5058594,22573.158295789,0.0,13.0,8.0,60.86956521739131,39.130434782608695,100.0,0.0
San Mamés de Campos,7,53.0,26.0,27.0,49.0,4.0,28473585.9719238,22783.3390609143,2.0,27.0,20.0,49.056603773584904,50.943396226415096,92.45283018867924,7.547169811320755
San Román de la Cuba,7,68.0,39.0,29.0,66.0,2.0,33301757.3583984,27200.8153821683,1.0,45.0,16.0,57.35294117647059,42.64705882352941,97.05882352941177,2.941176470588235
Santa Cecilia del Alcor,7,121.0,69.0,52.0,121.0,0.0,36058004.220459,26204.6197563239,9.0,64.0,36.0,57.02479338842975,42.97520661157025,100.0,0.0
Santa Cruz de Boedo,7,53.0,32.0,21.0,51.0,2.0,46983837.2258301,46731.482475718,1.0,26.0,22.0,60.37735849056604,39.62264150943396,96.22641509433963,3.7735849056603774
Santervás de la Vega,7,466.0,260.0,206.0,432.0,34.0,130084987.494873,56006.1994179451,43.0,263.0,108.0,55.793991416309005,44.20600858369099,92.7038626609442,7.296137339055794
Santibáñez de Ecla,7,58.0,32.0,26.0,57.0,1.0,47333626.3579102,40316.1763369169,1.0,30.0,17.0,55.172413793103445,44.827586206896555,98.27586206896551,1.7241379310344827
Santibáñez de la Peña,7,1060.0,529.0,531.0,1048.0,12.0,207706811.505371,72325.5577198858,87.0,594.0,290.0,49.905660377358494,50.09433962264151,98.86792452830188,1.1320754716981132
Santoyo,7,206.0,110.0,96.0,204.0,2.0,63300354.6662598,36776.8152656796,14.0,114.0,55.0,53.398058252427184,46.601941747572816,99.02912621359224,0.9708737864077669
"Serna, La",7,97.0,61.0,36.0,95.0,2.0,22589444.3464355,19953.427626091,6.0,49.0,25.0,62.88659793814433,37.11340206185567,97.9381443298969,2.0618556701030926
Sotobañado y Priorato,7,150.0,91.0,59.0,149.0,1.0,46646820.177002,40432.0718850604,12.0,85.0,35.0,60.66666666666667,39.33333333333333,99.33333333333333,0.6666666666666667
Soto de Cerrato,7,188.0,108.0,80.0,188.0,0.0,23413558.795166,28459.1096656737,13.0,117.0,42.0,57.446808510638306,42.5531914893617,100.0,0.0
Tabanera de Cerrato,7,146.0,78.0,68.0,132.0,14.0,84007507.1240234,54006.8415227798,14.0,85.0,39.0,53.42465753424658,46.57534246575342,90.41095890410958,9.58904109589041
Tabanera de Valdavia,7,26.0,15.0,11.0,26.0,0.0,39881543.8149414,30591.0274486665,0.0,12.0,12.0,57.692307692307686,42.30769230769231,100.0,0.0
Támara de Campos,7,71.0,37.0,34.0,71.0,0.0,37831975.1591797,27622.7794270031,5.0,33.0,27.0,52.112676056338024,47.88732394366197,100.0,0.0
Tariego de Cerrato,7,513.0,274.0,239.0,501.0,12.0,37339740.3747559,27283.07675304,46.0,339.0,97.0,53.41130604288499,46.588693957115005,97.6608187134503,2.3391812865497075
Torquemada,7,989.0,532.0,457.0,888.0,101.0,151723008.006104,62914.5566332598,122.0,558.0,205.0,53.791708796764404,46.20829120323559,89.78766430738119,10.212335692618806
Torremormojón,7,57.0,31.0,26.0,52.0,5.0,51125564.729248,36394.2341208073,1.0,25.0,23.0,54.385964912280706,45.614035087719294,91.22807017543859,8.771929824561402
Triollo,7,61.0,33.0,28.0,60.0,1.0,118133756.443115,63049.8178618662,3.0,36.0,13.0,54.09836065573771,45.90163934426229,98.36065573770492,1.639344262295082
Valbuena de Pisuerga,7,49.0,27.0,22.0,49.0,0.0,52831850.9519043,35159.5403962592,2.0,25.0,20.0,55.10204081632652,44.89795918367347,100.0,0.0
Valdeolmillos,7,64.0,38.0,26.0,61.0,3.0,37369965.0505371,32853.6627677009,5.0,33.0,18.0,59.375,40.625,95.3125,4.6875
Valderrábano,7,55.0,28.0,27.0,55.0,0.0,53199938.2263184,44732.6387814241,1.0,27.0,22.0,50.90909090909091,49.09090909090909,100.0,0.0
Valde-Ucieza,7,96.0,57.0,39.0,90.0,6.0,78145612.7910156,40778.4850705201,6.0,48.0,25.0,59.375,40.625,93.75,6.25
Valle de Cerrato,7,90.0,54.0,36.0,90.0,0.0,70363562.2963867,51263.7676528141,3.0,64.0,15.0,60.0,40.0,100.0,0.0
Velilla del Río Carrión,7,1330.0,675.0,655.0,1325.0,5.0,370924331.668701,104250.218048333,106.0,799.0,307.0,50.75187969924813,49.24812030075188,99.62406015037594,0.37593984962406013
Vertavillo,7,196.0,105.0,91.0,193.0,3.0,103345403.462646,53588.6933360501,6.0,104.0,66.0,53.57142857142857,46.42857142857143,98.46938775510205,1.530612244897959
Villabasta de Valdavia,7,30.0,16.0,14.0,29.0,1.0,20642156.1367188,24223.4898250724,1.0,21.0,6.0,53.333333333333336,46.666666666666664,96.66666666666667,3.3333333333333335
Villacidaler,7,46.0,27.0,19.0,46.0,0.0,39738494.1269531,29174.6336044965,0.0,27.0,18.0,58.69565217391305,41.30434782608695,100.0,0.0
Villaconancio,7,65.0,37.0,28.0,63.0,2.0,61465522.4875488,52269.062838762,3.0,36.0,19.0,56.92307692307692,43.07692307692308,96.92307692307692,3.076923076923077
Villada,7,1002.0,504.0,498.0,977.0,25.0,118537178.772949,51224.6596882491,89.0,576.0,217.0,50.29940119760479,49.700598802395206,97.50499001996008,2.4950099800399204
Villaeles de Valdavia,7,52.0,31.0,21.0,52.0,0.0,38142846.7373047,28417.1927825263,1.0,25.0,21.0,59.61538461538461,40.38461538461539,100.0,0.0
Villahán,7,105.0,54.0,51.0,104.0,1.0,59282823.918457,41003.2624201479,3.0,54.0,32.0,51.42857142857142,48.57142857142857,99.04761904761905,0.9523809523809524
Villaherreros,7,203.0,105.0,98.0,196.0,7.0,74818559.9768066,43959.6984973726,15.0,102.0,65.0,51.724137931034484,48.275862068965516,96.55172413793103,3.4482758620689653
Villalaco,7,59.0,33.0,26.0,59.0,0.0,32481346.1606445,28046.3725892808,3.0,39.0,11.0,55.932203389830505,44.06779661016949,100.0,0.0
Villalba de Guardo,7,198.0,107.0,91.0,193.0,5.0,62755504.4138184,39381.6453022795,9.0,129.0,50.0,54.04040404040404,45.95959595959596,97.47474747474747,2.525252525252525
Villalcázar de Sirga,7,172.0,93.0,79.0,169.0,3.0,46511013.5256348,27511.3411715116,13.0,100.0,42.0,54.06976744186046,45.93023255813954,98.25581395348837,1.744186046511628
Villalcón,7,68.0,40.0,28.0,68.0,0.0,48138580.9069824,35842.193897416,5.0,30.0,25.0,58.82352941176471,41.17647058823529,100.0,0.0
Villalobón,7,1612.0,808.0,804.0,1585.0,27.0,34460476.8703613,26394.4275447981,280.0,1080.0,102.0,50.12406947890818,49.87593052109181,98.32506203473945,1.6749379652605458
Villaluenga de la Vega,7,575.0,324.0,251.0,507.0,68.0,48442468.4909668,41555.9120925496,71.0,300.0,138.0,56.34782608695652,43.65217391304348,88.17391304347825,11.826086956521738
Villamartín de Campos,7,172.0,95.0,77.0,166.0,6.0,64927832.4240723,47648.9637802731,25.0,109.0,30.0,55.23255813953488,44.76744186046512,96.51162790697676,3.488372093023256
Villamediana,7,184.0,100.0,84.0,184.0,0.0,105466460.74585,64818.3762743843,1.0,112.0,54.0,54.347826086956516,45.65217391304348,100.0,0.0
Villameriel,7,122.0,70.0,52.0,122.0,0.0,97972107.6589355,69028.6301127498,4.0,64.0,30.0,57.377049180327866,42.62295081967213,100.0,0.0
Villamoronta,7,244.0,140.0,104.0,230.0,14.0,24391060.9916992,23101.706717266,27.0,138.0,63.0,57.377049180327866,42.62295081967213,94.26229508196722,5.737704918032787
Villamuera de la Cueza,7,46.0,29.0,17.0,46.0,0.0,45995817.779541,33808.8493087726,2.0,24.0,13.0,63.04347826086957,36.95652173913043,100.0,0.0
Villamuriel de Cerrato,7,6483.0,3338.0,3145.0,6204.0,279.0,72402794.7250977,42985.8461239505,1101.0,4297.0,653.0,51.48850840660189,48.51149159339812,95.6964368347987,4.303563165201296
Villanueva del Rebollar,7,76.0,38.0,38.0,75.0,1.0,30239355.4892578,23032.2150667729,1.0,50.0,20.0,50.0,50.0,98.68421052631578,1.3157894736842104
Villanuño de Valdavia,7,95.0,54.0,41.0,87.0,8.0,57164932.029541,37070.9699341512,9.0,47.0,27.0,56.84210526315789,43.15789473684211,91.57894736842105,8.421052631578947
Villaprovedo,7,68.0,45.0,23.0,64.0,4.0,48650378.9719238,33553.8979510345,0.0,37.0,22.0,66.17647058823529,33.82352941176471,94.11764705882352,5.88235294117647
Villarmentero de Campos,7,23.0,13.0,10.0,23.0,0.0,14045994.6633301,16138.1655909133,4.0,13.0,4.0,56.52173913043478,43.47826086956522,100.0,0.0
Villarrabé,7,215.0,115.0,100.0,212.0,3.0,147407091.0896,63696.6747093781,7.0,127.0,59.0,53.48837209302325,46.51162790697674,98.6046511627907,1.3953488372093024
Villarramiel,7,833.0,452.0,381.0,804.0,29.0,54918634.4765625,28377.5055879086,70.0,505.0,193.0,54.26170468187274,45.73829531812726,96.51860744297718,3.481392557022809
Villasarracino,7,139.0,82.0,57.0,135.0,4.0,37621604.2890625,26838.0975605895,3.0,74.0,43.0,58.992805755395686,41.007194244604314,97.12230215827337,2.877697841726619
Villasila de Valdavia,7,72.0,48.0,24.0,72.0,0.0,55918611.4733887,39135.0538524844,2.0,37.0,27.0,66.66666666666666,33.33333333333333,100.0,0.0
Villaturde,7,166.0,87.0,79.0,157.0,9.0,47940745.0014648,37385.3040368985,10.0,88.0,52.0,52.40963855421686,47.59036144578313,94.57831325301204,5.421686746987952
Villaumbrales,7,676.0,342.0,334.0,663.0,13.0,76386022.6518555,47597.0837958521,72.0,415.0,145.0,50.591715976331365,49.40828402366864,98.07692307692307,1.9230769230769231
Villaviudas,7,379.0,184.0,195.0,356.0,23.0,67370685.1843262,50192.3719027369,37.0,188.0,90.0,48.54881266490765,51.45118733509235,93.93139841688655,6.068601583113456
Villerías de Campos,7,97.0,53.0,44.0,96.0,1.0,39901468.9375,28993.067074371,6.0,64.0,21.0,54.63917525773196,45.36082474226804,98.96907216494846,1.0309278350515463
Villodre,7,17.0,10.0,7.0,17.0,0.0,15869631.045166,17474.7081926469,0.0,14.0,3.0,58.82352941176471,41.17647058823529,100.0,0.0
Villodrigo,7,115.0,65.0,50.0,98.0,17.0,16436821.3154297,21180.6070168655,9.0,77.0,18.0,56.52173913043478,43.47826086956522,85.21739130434783,14.782608695652174
Villoldo,7,358.0,189.0,169.0,340.0,18.0,74164110.2653809,55474.1060066306,23.0,200.0,94.0,52.79329608938548,47.20670391061452,94.97206703910615,5.027932960893855
Villota del Páramo,7,333.0,191.0,142.0,328.0,5.0,143866083.552734,78930.2422409279,30.0,175.0,89.0,57.35735735735735,42.64264264264264,98.49849849849849,1.5015015015015014
Villovieco,7,72.0,38.0,34.0,69.0,3.0,43051319.4768066,33889.3431263932,3.0,32.0,27.0,52.77777777777778,47.22222222222222,95.83333333333334,4.166666666666666
Osorno la Mayor,7,1252.0,656.0,596.0,1218.0,34.0,162493466.824219,69832.0219755957,128.0,725.0,281.0,52.39616613418531,47.6038338658147,97.28434504792332,2.7156549520766773
Valle del Retortillo,7,177.0,101.0,76.0,152.0,25.0,114911151.598633,52111.0703242829,22.0,93.0,48.0,57.06214689265536,42.93785310734463,85.87570621468926,14.124293785310735
Loma de Ucieza,7,208.0,121.0,87.0,208.0,0.0,130972563.377686,60500.5024578006,13.0,120.0,51.0,58.17307692307693,41.82692307692308,100.0,0.0
"Pernía, La",7,324.0,185.0,139.0,323.0,1.0,309907527.784912,91014.3394814515,23.0,186.0,83.0,57.098765432098766,42.901234567901234,99.69135802469135,0.30864197530864196
Agaete,5,5526.0,2757.0,2769.0,5267.0,259.0,58328916.7944336,43812.449874839,673.0,3574.0,931.0,49.8914223669924,50.1085776330076,95.31306550850525,4.686934491494752
Agüimes,5,30882.0,15668.0,15214.0,29221.0,1661.0,100551097.087402,59067.2721350647,5318.0,20811.0,3023.0,50.73505601968784,49.264943980312154,94.62146234052199,5.378537659478013
Antigua,5,11405.0,6096.0,5309.0,6545.0,4860.0,323577816.821289,93152.0441760921,1543.0,7939.0,1363.0,53.45024112231478,46.54975887768523,57.387110916264795,42.612889083735205
Arrecife,5,59771.0,29961.0,29810.0,49953.0,9818.0,31258199.9091797,40735.1532519868,10232.0,40444.0,5505.0,50.12631543725218,49.87368456274782,83.5739740007696,16.426025999230394
Artenara,5,1096.0,592.0,504.0,1091.0,5.0,85641619.4448242,55760.3661227054,74.0,726.0,230.0,54.01459854014598,45.98540145985402,99.54379562043796,0.45620437956204374
Arucas,5,37367.0,18578.0,18789.0,36729.0,638.0,42098240.456543,43583.9262520725,5761.0,24582.0,4966.0,49.717665319667084,50.282334680332916,98.2926111274654,1.7073888725345894
Betancuria,5,710.0,373.0,337.0,591.0,119.0,134276081.378906,64573.0001561254,89.0,442.0,133.0,52.53521126760563,47.46478873239436,83.2394366197183,16.76056338028169
Firgas,5,7570.0,3814.0,3756.0,7425.0,145.0,20360026.1484375,25423.0600369774,1209.0,4892.0,1121.0,50.383091149273454,49.61690885072655,98.08454425363277,1.915455746367239
Gáldar,5,24251.0,12167.0,12084.0,23873.0,378.0,79839625.2348633,72156.3430760404,3741.0,15573.0,3548.0,50.17112696383654,49.82887303616346,98.44130138963342,1.5586986103665827
Haría,5,4858.0,2473.0,2385.0,4241.0,617.0,140100987.516113,73127.5842094038,654.0,3044.0,877.0,50.905722519555376,49.094277480444624,87.29930012350762,12.700699876492383
Ingenio,5,30529.0,15398.0,15131.0,29468.0,1061.0,49220804.3041992,48515.2525500506,4933.0,20600.0,3311.0,50.437289134920896,49.562710865079104,96.5246159389433,3.4753840610567
Mogán,5,19783.0,10216.0,9567.0,12969.0,6814.0,221761751.236816,87984.7278638726,3010.0,12798.0,2918.0,51.640297224890055,48.359702775109945,65.5562856998433,34.4437143001567
Moya,5,7792.0,3954.0,3838.0,7697.0,95.0,41480091.4599609,47642.5165713944,1043.0,4940.0,1333.0,50.744353182751546,49.25564681724846,98.78080082135524,1.2191991786447638
"Oliva, La",5,25349.0,13251.0,12098.0,14606.0,10743.0,463321799.993652,143937.925142666,3807.0,17951.0,2255.0,52.27425144976133,47.72574855023867,57.61962996567912,42.38037003432088
Pájara,5,19823.0,10302.0,9521.0,12885.0,6938.0,493739154.817383,210740.411635154,3116.0,14205.0,1408.0,51.96993391514907,48.03006608485093,65.00025223225546,34.99974776774454
"Palmas de Gran Canaria, Las",5,377650.0,182881.0,194769.0,353421.0,24229.0,131328291.070801,120101.510091056,54389.0,244398.0,57936.0,48.426055871839004,51.573944128160996,93.58427115053621,6.41572884946379
Puerto del Rosario,5,38711.0,19650.0,19061.0,33155.0,5556.0,377978601.437012,106352.811059396,6887.0,26465.0,2976.0,50.76076567383948,49.23923432616053,85.64749037741211,14.352509622587895
San Bartolomé,5,18249.0,9187.0,9062.0,15840.0,2409.0,53556055.7856445,32606.2446843113,3108.0,12445.0,1646.0,50.34248451969972,49.65751548030029,86.79927667269439,13.200723327305605
San Bartolomé de Tirajana,5,53542.0,27845.0,25697.0,38981.0,14561.0,427438333.053223,120487.133301855,7207.0,37040.0,6862.0,52.005901908781894,47.994098091218106,72.80452728698965,27.19547271301035
"Aldea de San Nicolás, La",5,7613.0,3894.0,3719.0,6951.0,662.0,159106469.945801,62124.99703099,1057.0,4949.0,1174.0,51.14934979640089,48.8506502035991,91.30434782608695,8.695652173913043
Santa Brígida,5,18295.0,9102.0,9193.0,17584.0,711.0,31192060.6123047,29447.5129361965,2720.0,11919.0,2732.0,49.75129816889861,50.24870183110139,96.11369226564635,3.8863077343536485
Santa Lucía de Tirajana,5,70396.0,35183.0,35213.0,62021.0,8375.0,79725694.5375977,64026.4111533084,12602.0,47822.0,6044.0,49.97869197113472,50.02130802886528,88.10301721688732,11.896982783112676
Santa María de Guía de Gran Canaria,5,13924.0,6918.0,7006.0,13715.0,209.0,54549474.6259766,51455.139877266,1988.0,8944.0,2190.0,49.68399885090491,50.316001149095094,98.49899454179834,1.5010054582016663
Teguise,5,21896.0,11086.0,10810.0,17483.0,4413.0,329294766.296387,134420.428785596,3626.0,14651.0,2365.0,50.63025210084034,49.36974789915966,79.84563390573621,20.154366094263793
Tejeda,5,1950.0,1046.0,904.0,1919.0,31.0,132604145.527344,68577.8770480341,130.0,1231.0,497.0,53.64102564102564,46.35897435897436,98.41025641025641,1.5897435897435899
Telde,5,102005.0,50320.0,51685.0,99197.0,2808.0,129564590.773926,85557.5958864417,16610.0,67817.0,12198.0,49.33091515121808,50.66908484878192,97.24719376501152,2.752806234988481
Teror,5,12424.0,6393.0,6031.0,12264.0,160.0,33314634.3623047,36917.9317885117,1854.0,8030.0,1871.0,51.45685769478428,48.54314230521572,98.71216999356085,1.28783000643915
Tías,5,19964.0,10219.0,9745.0,12146.0,7818.0,84180571.3701172,38875.7799948943,2763.0,13635.0,2488.0,51.18713684632338,48.812863153676616,60.839511120016034,39.16048887998397
Tinajo,5,6028.0,3123.0,2905.0,5324.0,704.0,176827686.788574,72940.4102245539,1025.0,3996.0,627.0,51.80822826808228,48.19177173191772,88.32116788321169,11.678832116788321
Tuineje,5,14301.0,7313.0,6988.0,12057.0,2244.0,357257098.434082,90018.7347668215,2577.0,9547.0,1300.0,51.136284175931756,48.86371582406825,84.3087895951332,15.691210404866792
Valsequillo de Gran Canaria,5,9191.0,4631.0,4560.0,8855.0,336.0,50696938.7324219,34337.5562384032,1574.0,6113.0,1042.0,50.38624741595039,49.613752584049614,96.34424980959635,3.655750190403656
Valleseco,5,3810.0,1993.0,1817.0,3767.0,43.0,28596537.0791016,27202.3071948097,384.0,2410.0,789.0,52.30971128608925,47.69028871391076,98.87139107611549,1.1286089238845145
Vega de San Mateo,5,7562.0,3894.0,3668.0,7398.0,164.0,48687578.0244141,32790.8067004322,1023.0,4985.0,1153.0,51.49431367363131,48.50568632636868,97.83126157101296,2.1687384289870404
Yaiza,5,16257.0,8438.0,7819.0,10125.0,6132.0,278885632.879883,102807.356459742,2433.0,11481.0,1422.0,51.90379528818355,48.09620471181645,62.28086362797565,37.71913637202436
Arbo,12,2711.0,1384.0,1327.0,2677.0,34.0,78087689.4052734,44967.5573940512,235.0,1473.0,779.0,51.05127259313906,48.94872740686094,98.74585023976393,1.2541497602360752
Barro,12,3699.0,1842.0,1857.0,3665.0,34.0,69301701.1064453,42713.884049958,470.0,2242.0,676.0,49.79724249797243,50.20275750202757,99.080832657475,0.9191673425250066
Baiona,12,12169.0,6018.0,6151.0,11850.0,319.0,62570820.4829102,46218.181177279,1658.0,7653.0,2075.0,49.45352946010354,50.54647053989646,97.37858492891775,2.621415071082258
Bueu,12,12145.0,5988.0,6157.0,12002.0,143.0,56410970.300293,74466.1354238474,1624.0,7454.0,2260.0,49.30424042815974,50.69575957184026,98.82256072457801,1.1774392754219845
Caldas de Reis,12,9825.0,4750.0,5075.0,9575.0,250.0,125926346.234863,63145.5810576615,1310.0,5972.0,1796.0,48.346055979643765,51.653944020356235,97.45547073791349,2.5445292620865136
Cambados,12,13900.0,6711.0,7189.0,13575.0,325.0,43050508.4267578,65434.0442430868,2066.0,8461.0,2485.0,48.280575539568346,51.719424460431654,97.66187050359713,2.338129496402878
Campo Lameiro,12,1867.0,882.0,985.0,1849.0,18.0,117541046.791504,70883.7965934754,173.0,1014.0,509.0,47.241564006427424,52.758435993572576,99.03588644884842,0.96411355115158
Cangas,12,26490.0,13080.0,13410.0,25956.0,534.0,69561072.7739258,66680.3090024993,3674.0,16576.0,4494.0,49.37712344280861,50.62287655719139,97.9841449603624,2.015855039637599
"Cañiza, A",12,5233.0,2546.0,2687.0,5137.0,96.0,195962430.770508,76367.328012015,606.0,2887.0,1251.0,48.652780431874646,51.347219568125354,98.16548824765908,1.8345117523409133
Catoira,12,3337.0,1623.0,1714.0,3308.0,29.0,54354118.1586914,31229.9174444776,437.0,2043.0,636.0,48.63649985016482,51.36350014983518,99.1309559484567,0.8690440515433023
Covelo,12,2505.0,1245.0,1260.0,2438.0,67.0,229253663.446777,77403.2651696148,194.0,1266.0,737.0,49.700598802395206,50.29940119760479,97.3253493013972,2.6746506986027945
Crecente,12,2082.0,997.0,1085.0,2024.0,58.0,104718694.11084,65209.8945303784,140.0,1120.0,641.0,47.886647454370795,52.1133525456292,97.21421709894332,2.785782901056676
Cuntis,12,4750.0,2255.0,2495.0,4676.0,74.0,147637633.102539,62414.4123541328,512.0,2662.0,1179.0,47.473684210526315,52.526315789473685,98.4421052631579,1.5578947368421052
Dozón,12,1179.0,611.0,568.0,1168.0,11.0,137030649.147949,61398.9941638895,72.0,660.0,354.0,51.82357930449534,48.17642069550466,99.06700593723494,0.9329940627650551
"Estrada, A",12,20700.0,9962.0,10738.0,20335.0,365.0,519923135.530273,140384.490533094,2367.0,11946.0,4616.0,48.1256038647343,51.8743961352657,98.2367149758454,1.7632850241545892
Forcarei,12,3523.0,1674.0,1849.0,3491.0,32.0,310747905.007324,103022.692925499,277.0,1686.0,1158.0,47.51632131705932,52.48367868294067,99.09168322452456,0.9083167754754471
Fornelos de Montes,12,1694.0,810.0,884.0,1666.0,28.0,152164318.125488,73411.5712536123,158.0,947.0,446.0,47.81582054309327,52.18417945690673,98.34710743801654,1.6528925619834711
Agolada,12,2431.0,1215.0,1216.0,2399.0,32.0,274688894.172852,100758.989939186,153.0,1298.0,722.0,49.979432332373506,50.020567667626494,98.68366927190456,1.316330728095434
Gondomar,12,14233.0,7066.0,7167.0,14051.0,182.0,135457516.71582,57780.3902993189,2000.0,9126.0,2134.0,49.64519075388182,50.35480924611817,98.72128152884142,1.2787184711585753
"Grove, O",12,10746.0,5305.0,5441.0,10549.0,197.0,39618450.0893555,55736.420444204,1461.0,6692.0,1899.0,49.36720640238228,50.63279359761772,98.16675972454867,1.8332402754513306
"Guarda, A",12,10051.0,4889.0,5162.0,9806.0,245.0,37038676.5449219,33477.1820754016,1245.0,6254.0,1790.0,48.64192617649985,51.35807382350015,97.56243159884589,2.437568401154114
Lalín,12,20075.0,9751.0,10324.0,18987.0,1088.0,604727257.655762,165590.328854881,2317.0,11990.0,4028.0,48.57285180572852,51.427148194271474,94.58032378580323,5.4196762141967625
"Lama, A",12,2478.0,1217.0,1261.0,2395.0,83.0,205157011.95752,69986.8691852882,227.0,1351.0,688.0,49.11218724778047,50.88781275221953,96.65052461662631,3.3494753833736888
Marín,12,24637.0,12324.0,12313.0,23872.0,765.0,67201477.8242188,45373.9345241201,3551.0,15238.0,4209.0,50.02232414660875,49.97767585339124,96.89491415350895,3.10508584649105
Meaño,12,5318.0,2594.0,2724.0,5221.0,97.0,51039812.0571289,33622.6949657406,736.0,3139.0,1072.0,48.77773599097405,51.222264009025956,98.17600601729973,1.8239939827002634
Meis,12,4788.0,2281.0,2507.0,4727.0,61.0,96431945.8105469,63019.1170510111,570.0,2852.0,1002.0,47.63993316624895,52.36006683375104,98.72598162071846,1.2740183792815372
Moaña,12,19439.0,9429.0,10010.0,19168.0,271.0,64122012.7143555,46996.3669236283,2708.0,12126.0,3308.0,48.5055815628376,51.4944184371624,98.6058953649879,1.3941046350120891
Mondariz,12,4548.0,2230.0,2318.0,4517.0,31.0,155421373.214844,80212.3419142419,466.0,2569.0,1128.0,49.0325417766051,50.9674582233949,99.31838170624451,0.6816182937554969
Mondariz-Balneario,12,627.0,326.0,301.0,615.0,12.0,4209256.92041016,9514.80410587482,71.0,386.0,120.0,51.993620414673046,48.006379585326954,98.08612440191388,1.9138755980861244
Moraña,12,4246.0,2057.0,2189.0,4195.0,51.0,76259741.1220703,47567.8762885873,557.0,2496.0,876.0,48.44559585492228,51.554404145077726,98.79886952425812,1.2011304757418746
Mos,12,15132.0,7487.0,7645.0,14685.0,447.0,97018562.5698242,54939.0258942258,2133.0,9504.0,2435.0,49.477927570711074,50.522072429288926,97.04599524187152,2.954004758128469
"Neves, As",12,3968.0,1915.0,2053.0,3879.0,89.0,119148967.96582,54647.633907188,442.0,2273.0,944.0,48.261088709677416,51.73891129032258,97.7570564516129,2.242943548387097
Nigrán,12,17622.0,8647.0,8975.0,17159.0,463.0,62949525.1484375,43118.7903144396,2422.0,10921.0,3109.0,49.069345136760866,50.930654863239134,97.3726024287822,2.627397571217796
Oia,12,3004.0,1498.0,1506.0,2926.0,78.0,151003545.897949,72715.8159619635,346.0,1816.0,619.0,49.86684420772304,50.13315579227696,97.4034620505992,2.596537949400799
Pazos de Borbén,12,2991.0,1450.0,1541.0,2962.0,29.0,91401053.0361328,44266.8514566515,362.0,1752.0,625.0,48.47876964226011,51.52123035773989,99.0304246071548,0.9695753928452023
Pontevedra,12,82671.0,39194.0,43477.0,79902.0,2769.0,217357696.51709,91355.9921208049,11890.0,51001.0,13575.0,47.40961159294069,52.59038840705931,96.65057880030481,3.3494211996951773
"Porriño, O",12,19600.0,9652.0,9948.0,18639.0,961.0,111392800.004883,58801.2821712403,2829.0,12680.0,2681.0,49.244897959183675,50.755102040816325,95.09693877551021,4.903061224489796
Portas,12,3016.0,1442.0,1574.0,2984.0,32.0,41727114.890625,39585.5213347329,407.0,1717.0,648.0,47.811671087533156,52.188328912466844,98.93899204244032,1.0610079575596816
Poio,12,16871.0,8355.0,8516.0,16414.0,457.0,62322261.1533203,47400.9508728895,2547.0,10457.0,2657.0,49.52284986070772,50.477150139292284,97.29120976824136,2.708790231758639
Ponteareas,12,22893.0,11146.0,11747.0,22082.0,811.0,228850074.442871,85555.3627473564,3777.0,14160.0,3405.0,48.687371685668104,51.31262831433189,96.45743240291792,3.5425675970820776
Ponte Caldelas,12,5562.0,2676.0,2886.0,5471.0,91.0,159557085.479492,58333.3430646328,714.0,3226.0,1164.0,48.11218985976268,51.88781014023732,98.36389787846099,1.6361021215390146
Pontecesures,12,3037.0,1512.0,1525.0,2987.0,50.0,12406728.4746094,20758.5739891773,400.0,2002.0,426.0,49.78597299967073,50.214027000329274,98.3536384590056,1.6463615409944024
Redondela,12,29392.0,14313.0,15079.0,28963.0,429.0,95134626.4731445,57738.3013301824,3919.0,18170.0,5399.0,48.69692433315188,51.303075666848116,98.54041916167665,1.4595808383233533
Ribadumia,12,5081.0,2486.0,2595.0,4928.0,153.0,36289576.6479492,43490.0717547826,789.0,3003.0,851.0,48.927376500688844,51.072623499311156,96.98878173587876,3.011218264121236
Rodeiro,12,2567.0,1304.0,1263.0,2547.0,20.0,286720057.437988,88395.0099304518,197.0,1316.0,774.0,50.79859758472926,49.20140241527074,99.22088040514218,0.7791195948578107
"Rosal, O",12,6328.0,3110.0,3218.0,6215.0,113.0,79810153.7446289,42046.0856185526,810.0,3851.0,1187.0,49.146649810366625,50.853350189633375,98.21428571428571,1.7857142857142856
Salceda de Caselas,12,9017.0,4498.0,4519.0,8630.0,387.0,65288105.5209961,43586.0068652962,1478.0,5729.0,1104.0,49.88355328823334,50.11644671176666,95.70810690917156,4.291893090828435
Salvaterra de Miño,12,9657.0,4813.0,4844.0,8996.0,661.0,113720512.753906,82580.522415527,1277.0,5873.0,1822.0,49.83949466708088,50.16050533291912,93.15522418970696,6.8447758102930525
Sanxenxo,12,17241.0,8523.0,8718.0,16813.0,428.0,82630225.2724609,62165.8501069446,2309.0,10445.0,3320.0,49.43448755872629,50.56551244127371,97.51754538599849,2.482454614001508
