Pueblo,Cod_CCAA,Población,Hombres,Mujeres,Españoles,Extranjeros,Area,Longuitud,menores,edad_laboral,jubilados,porcentaje_hombres,porcentaje_mujeres,porcenjate_españoles,poetentaje_extranjeros
"Pedroñeras, Las",8,6581.0,3356.0,3225.0,5751.0,830.0,377383958.623535,101455.410339117,938.0,4057.0,1070.0,50.99528946968546,49.00471053031454,87.38793496429113,12.612065035708858
"Peral, El",8,628.0,344.0,284.0,581.0,47.0,144326995.714478,49584.475611581,86.0,358.0,144.0,54.77707006369427,45.22292993630573,92.51592356687898,7.484076433121019
"Peraleja, La",8,95.0,55.0,40.0,90.0,5.0,60023597.1184082,32300.0475847754,3.0,46.0,34.0,57.89473684210527,42.10526315789473,94.73684210526315,5.263157894736842
"Pesquera, La",8,225.0,123.0,102.0,224.0,1.0,121897368.452637,51461.7967542069,21.0,101.0,74.0,54.666666666666664,45.33333333333333,99.55555555555556,0.4444444444444444
"Picazo, El",8,672.0,337.0,335.0,617.0,55.0,41817790.2518311,39287.7920245583,104.0,366.0,140.0,50.148809523809526,49.851190476190474,91.81547619047619,8.18452380952381
Pinarejo,8,227.0,113.0,114.0,220.0,7.0,104306635.213501,50640.9210934453,8.0,112.0,90.0,49.77973568281938,50.22026431718062,96.91629955947137,3.0837004405286343
Pineda de Gigüela,8,61.0,33.0,28.0,61.0,0.0,49735111.6573486,28195.8880882628,1.0,27.0,21.0,54.09836065573771,45.90163934426229,100.0,0.0
Piqueras del Castillo,8,55.0,30.0,25.0,48.0,7.0,77606687.7290649,33564.3471632791,4.0,26.0,18.0,54.54545454545454,45.45454545454545,87.27272727272727,12.727272727272727
Portalrubio de Guadamejud,8,26.0,13.0,13.0,26.0,0.0,36078229.8125,27863.287792266,0.0,9.0,10.0,50.0,50.0,100.0,0.0
Portilla,8,69.0,36.0,33.0,69.0,0.0,56645023.8563232,31851.4185562647,1.0,31.0,27.0,52.17391304347826,47.82608695652174,100.0,0.0
Poyatos,8,62.0,31.0,31.0,59.0,3.0,76249860.0827026,34106.2956682007,1.0,35.0,17.0,50.0,50.0,95.16129032258065,4.838709677419355
Pozoamargo,8,302.0,160.0,142.0,263.0,39.0,89339599.7434082,47370.3184974388,36.0,171.0,80.0,52.980132450331126,47.019867549668874,87.08609271523179,12.91390728476821
Pozorrubio de Santiago,8,315.0,145.0,170.0,310.0,5.0,75937538.0063477,45723.3875517803,20.0,175.0,82.0,46.03174603174603,53.96825396825397,98.4126984126984,1.5873015873015872
"Pozuelo, El",8,54.0,34.0,20.0,54.0,0.0,71640368.751709,37903.0854762032,2.0,29.0,16.0,62.96296296296296,37.03703703703704,100.0,0.0
Priego,8,942.0,475.0,467.0,806.0,136.0,138907858.590942,53951.4130492811,134.0,527.0,211.0,50.424628450106155,49.575371549893845,85.56263269639066,14.437367303609342
"Provencio, El",8,2453.0,1212.0,1241.0,2061.0,392.0,169529414.745728,62152.3630361407,361.0,1325.0,522.0,49.40888707704851,50.59111292295149,84.01956787607013,15.980432123929884
Puebla de Almenara,8,351.0,184.0,167.0,323.0,28.0,63873565.7987061,32776.7370297613,21.0,165.0,131.0,52.42165242165242,47.57834757834758,92.02279202279202,7.977207977207977
"Valle de Altomira, El",8,221.0,124.0,97.0,203.0,18.0,253267346.39917,72769.2853289369,11.0,114.0,68.0,56.10859728506787,43.89140271493213,91.8552036199095,8.144796380090497
Puebla del Salvador,8,192.0,107.0,85.0,187.0,5.0,81026255.4208374,35267.9462393306,14.0,108.0,55.0,55.729166666666664,44.27083333333333,97.39583333333334,2.604166666666667
Quintanar del Rey,8,7533.0,3882.0,3651.0,6254.0,1279.0,133751858.493225,50055.2262135936,1304.0,4665.0,960.0,51.533253683791315,48.46674631620868,83.0213726271074,16.978627372892603
Rada de Haro,8,42.0,23.0,19.0,40.0,2.0,68881343.9876709,44784.7763493396,2.0,17.0,17.0,54.761904761904766,45.23809523809524,95.23809523809523,4.761904761904762
Reíllo,8,105.0,56.0,49.0,81.0,24.0,138927573.526123,51851.2593501148,12.0,54.0,25.0,53.333333333333336,46.666666666666664,77.14285714285715,22.857142857142858
Rozalén del Monte,8,72.0,33.0,39.0,68.0,4.0,52233791.8770752,29976.7158249244,5.0,29.0,27.0,45.83333333333333,54.166666666666664,94.44444444444444,5.555555555555555
Saceda-Trasierra,8,44.0,31.0,13.0,40.0,4.0,53012147.9483643,30987.7951165834,0.0,17.0,24.0,70.45454545454545,29.545454545454547,90.9090909090909,9.090909090909092
Saelices,8,506.0,260.0,246.0,457.0,49.0,137139562.480347,51049.5673257945,44.0,270.0,144.0,51.38339920948617,48.616600790513836,90.31620553359684,9.683794466403162
Salinas del Manzano,8,85.0,48.0,37.0,78.0,7.0,57543967.3035889,32182.0369756754,12.0,40.0,14.0,56.470588235294116,43.529411764705884,91.76470588235294,8.235294117647058
Salmeroncillos,8,107.0,63.0,44.0,97.0,10.0,35800382.1888428,31169.2511809208,10.0,63.0,19.0,58.87850467289719,41.1214953271028,90.65420560747664,9.345794392523365
Salvacañete,8,315.0,162.0,153.0,304.0,11.0,206011270.215088,66918.6939487566,34.0,167.0,77.0,51.42857142857142,48.57142857142857,96.5079365079365,3.492063492063492
San Clemente,8,7247.0,3677.0,3570.0,6015.0,1232.0,465485601.992554,134007.215733862,1093.0,4472.0,1144.0,50.73823651166,49.26176348834,82.99986201186698,17.00013798813302
San Lorenzo de la Parrilla,8,1057.0,523.0,534.0,992.0,65.0,101730763.147827,59052.6102546621,128.0,584.0,268.0,49.47965941343425,50.52034058656575,93.85052034058657,6.149479659413434
San Martín de Boniches,8,46.0,24.0,22.0,46.0,0.0,118599513.908569,58145.3248157717,4.0,20.0,20.0,52.17391304347826,47.82608695652174,100.0,0.0
San Pedro Palmiches,8,57.0,33.0,24.0,57.0,0.0,34293459.5665283,26831.289365627,1.0,21.0,26.0,57.89473684210527,42.10526315789473,100.0,0.0
Santa Cruz de Moya,8,236.0,126.0,110.0,234.0,2.0,188665253.260437,75341.4193122898,10.0,115.0,76.0,53.38983050847458,46.61016949152542,99.15254237288136,0.847457627118644
Santa María del Campo Rus,8,607.0,298.0,309.0,544.0,63.0,157713891.69104,58524.4303554965,79.0,274.0,184.0,49.093904448105434,50.90609555189456,89.62108731466228,10.378912685337728
Santa María de los Llanos,8,694.0,359.0,335.0,684.0,10.0,71546026.609375,48666.5153409453,64.0,384.0,203.0,51.72910662824207,48.27089337175792,98.55907780979827,1.440922190201729
Santa María del Val,8,60.0,36.0,24.0,60.0,0.0,80126836.6727905,39086.5354983129,2.0,27.0,24.0,60.0,40.0,100.0,0.0
Sisante,8,1685.0,848.0,837.0,1541.0,144.0,225318869.336914,80149.0598895217,229.0,931.0,361.0,50.326409495548965,49.673590504451035,91.4540059347181,8.5459940652819
Solera de Gabaldón,8,28.0,12.0,16.0,28.0,0.0,85281590.1016846,39587.0367152914,0.0,8.0,15.0,42.857142857142854,57.14285714285714,100.0,0.0
Talayuelas,8,898.0,476.0,422.0,882.0,16.0,180950131.790222,54246.703460131,101.0,457.0,255.0,53.00668151447662,46.99331848552338,98.21826280623608,1.7817371937639197
Tarancón,8,14834.0,7357.0,7477.0,12418.0,2416.0,182264383.814453,59952.5943733769,2465.0,9398.0,1855.0,49.595523796683295,50.404476203316705,83.71309154644734,16.28690845355265
Tébar,8,283.0,150.0,133.0,260.0,23.0,166541903.368286,63252.2313033193,28.0,166.0,67.0,53.003533568904594,46.996466431095406,91.87279151943463,8.12720848056537
Tejadillos,8,130.0,65.0,65.0,126.0,4.0,108385416.271912,44344.4718935289,21.0,64.0,35.0,50.0,50.0,96.92307692307692,3.076923076923077
Tinajas,8,197.0,102.0,95.0,191.0,6.0,80792777.6486816,41488.0076234682,12.0,89.0,62.0,51.776649746192895,48.223350253807105,96.95431472081218,3.0456852791878175
Torralba,8,126.0,75.0,51.0,115.0,11.0,95509139.043457,39182.0276517344,7.0,63.0,39.0,59.523809523809526,40.476190476190474,91.26984126984127,8.73015873015873
Torrejoncillo del Rey,8,394.0,199.0,195.0,370.0,24.0,343856656.523804,108887.891840174,20.0,185.0,134.0,50.50761421319797,49.49238578680203,93.90862944162437,6.091370558375635
Torrubia del Campo,8,265.0,130.0,135.0,259.0,6.0,90723791.9487305,47658.6078173482,21.0,142.0,75.0,49.056603773584904,50.943396226415096,97.73584905660377,2.2641509433962264
Torrubia del Castillo,8,40.0,24.0,16.0,36.0,4.0,29512614.4466553,24910.8264820514,1.0,28.0,4.0,60.0,40.0,90.0,10.0
Tragacete,8,261.0,143.0,118.0,258.0,3.0,105912173.675232,49429.7175068603,22.0,156.0,64.0,54.78927203065134,45.21072796934866,98.85057471264368,1.1494252873563218
Tresjuncos,8,316.0,169.0,147.0,309.0,7.0,118897968.492432,43802.6814239467,16.0,169.0,106.0,53.48101265822785,46.51898734177215,97.78481012658227,2.2151898734177213
Tribaldos,8,91.0,48.0,43.0,80.0,11.0,36375019.0645752,28462.432015337,8.0,39.0,35.0,52.74725274725275,47.25274725274725,87.91208791208791,12.087912087912088
Uclés,8,219.0,116.0,103.0,203.0,16.0,110091969.585083,85643.9515923645,18.0,104.0,78.0,52.96803652968036,47.03196347031963,92.69406392694064,7.30593607305936
Uña,8,92.0,45.0,47.0,88.0,4.0,39785385.5539551,45341.0075358991,1.0,61.0,16.0,48.91304347826087,51.08695652173913,95.65217391304348,4.3478260869565215
Valdemeca,8,87.0,48.0,39.0,86.0,1.0,119875542.026001,44309.2066292729,13.0,55.0,14.0,55.172413793103445,44.827586206896555,98.85057471264368,1.1494252873563218
Valdemorillo de la Sierra,8,66.0,38.0,28.0,65.0,1.0,120007151.359497,47979.5016780043,0.0,38.0,25.0,57.57575757575758,42.42424242424242,98.48484848484848,1.5151515151515151
Valdemoro-Sierra,8,114.0,68.0,46.0,111.0,3.0,184607273.903198,64469.3092503544,13.0,55.0,28.0,59.64912280701754,40.35087719298245,97.36842105263158,2.631578947368421
Valdeolivas,8,195.0,119.0,76.0,176.0,19.0,79708842.0108643,40058.9969944079,19.0,106.0,49.0,61.02564102564103,38.97435897435898,90.25641025641026,9.743589743589745
Valhermoso de la Fuente,8,47.0,25.0,22.0,42.0,5.0,54102904.8125,30639.6599488342,0.0,27.0,13.0,53.191489361702125,46.808510638297875,89.36170212765957,10.638297872340425
Valsalobre,8,26.0,15.0,11.0,26.0,0.0,66181271.3594971,33328.7033281351,0.0,7.0,16.0,57.692307692307686,42.30769230769231,100.0,0.0
Valverde de Júcar,8,1111.0,557.0,554.0,992.0,119.0,95118106.0209961,54777.4529259566,141.0,617.0,257.0,50.13501350135014,49.86498649864986,89.28892889288929,10.711071107110712
Valverdejo,8,99.0,52.0,47.0,99.0,0.0,54802059.9562378,34617.5392123705,4.0,54.0,26.0,52.52525252525253,47.474747474747474,100.0,0.0
Vara de Rey,8,530.0,274.0,256.0,525.0,5.0,214602813.297729,68713.8933717318,51.0,260.0,154.0,51.698113207547166,48.301886792452834,99.05660377358491,0.9433962264150944
Vega del Codorno,8,135.0,84.0,51.0,128.0,7.0,39326776.4090576,28924.9025218577,7.0,84.0,30.0,62.22222222222222,37.77777777777778,94.81481481481482,5.185185185185185
